eventId,documentCode,gameScores,resultsGameScores
2410,TTEMSINGLES-----------RND1006300--,,"12-10,11-7,12-10"
2410,TTEMSINGLES-----------R32-000700--,,"11-9,11-13,14-12,12-10"
2410,TTEWSINGLES-----------RND4000400--,,"8-11,6-11,14-12,11-8,11-7"
2410,TTEWSINGLES-----------RND4000300--,,"7-11,11-5,11-6,7-11,11-9"
2410,TTEMSINGLES-----------R32-000100--,,"11-9,11-5,11-6"
2410,TTEWSINGLES-----------RND2003200--,,"6-11,11-9,8-11,6-11"
2410,TTEMSINGLES-----------RND1005800--,,"11-5,11-7,11-7"
2410,TTEMSINGLES-----------RND2001500--,,"8-11,12-10,11-9,6-11,11-9"
2410,TTEMSINGLES-----------RND3000500--,,"10-12,12-10,7-11,11-6,7-11"
2410,TTEWSINGLES-----------RND2003100--,,"7-11,4-11,6-11"
2410,TTEWSINGLES-----------RND3001100--,,"11-5,11-5,11-6"
2410,TTEWSINGLES-----------RND3000100--,,"11-7,11-8,11-5"
2410,TTEMSINGLES-----------RND3000400--,,"11-9,11-7,9-11,8-11,2-11"
2410,TTEMSINGLES-----------RND2002400--,,"6-11,6-11,10-12"
2410,TTEMSINGLES-----------R32-001200--,,"11-9,10-12,17-15,9-11,6-11"
2410,TTEWSINGLES-----------RND3001400--,,"11-9,8-11,7-11,15-17"
2410,TTEMSINGLES-----------RND1000600--,,"8-11,6-11,11-8,5-11"
2410,TTEMSINGLES-----------RND1003800--,,"6-11,7-11,8-11"
2410,TTEWSINGLES-----------FNL-000100--,,"11-9,11-8,6-11,9-11,11-9,11-6"
2410,TTEWSINGLES-----------RND3000900--,,"7-11,7-11,4-11"
2410,TTEWSINGLES-----------RND2002700--,,"11-3,11-5,11-13,11-6"
2410,TTEMSINGLES-----------RND3000300--,,"11-5,7-11,9-11,11-9,11-9"
2410,TTEMSINGLES-----------SFNL000100--,,"11-8,11-6,9-11,4-11,3-11,7-11"
2410,TTEWSINGLES-----------RND2001400--,,"9-11,10-12,7-11"
2410,TTEWSINGLES-----------RND1003400--,,"2-11,2-11,2-11"
2410,TTEMSINGLES-----------QFNL000400--,,"6-11,8-11,11-7,11-5,11-8"
2410,TTEMSINGLES-----------RND3001600--,,"11-4,9-11,1-11,11-9,8-11"
2410,TTEWSINGLES-----------RND1006300--,,"4-11,10-12,11-8,5-11"
2410,TTEWSINGLES-----------RND4000700--,,"5-11,6-11,14-12,5-11"
2410,TTEMSINGLES-----------RND2001600--,,"11-5,6-11,4-11,4-11"
2410,TTEMSINGLES-----------RND2002900--,,"11-6,11-13,11-5,12-10"
2410,TTEWSINGLES-----------8FNL000300--,,"4-11,11-6,6-11,11-7,10-12"
2410,TTEMSINGLES-----------RND4000300--,,"12-10,10-12,3-11,11-5,11-4"
2410,TTEWSINGLES-----------RND2003000--,,"11-5,11-9,11-13,11-8"
2410,TTEMSINGLES-----------RND2000300--,,"11-8,10-12,9-11,8-11"
2410,TTEWSINGLES-----------RND1004700--,,"8-11,2-11,7-11"
2410,TTEMSINGLES-----------RND2000400--,,"6-11,14-16,11-8,12-10,11-8"
2410,TTEMSINGLES-----------QFNL000300--,,"8-11,9-11,17-15,9-11"
2410,TTEWSINGLES-----------RND2000500--,,"11-9,6-11,2-11,8-11"
2410,TTEMSINGLES-----------RND3000700--,,"6-11,11-9,8-11,5-11"
2410,TTEMSINGLES-----------RND2000900--,,"6-11,11-5,11-9,11-8"
2410,TTEMSINGLES-----------RND3001400--,,"11-6,11-3,11-4"
2410,TTEWSINGLES-----------RND3001600--,,"8-11,11-2,8-11,6-11"
2410,TTEMSINGLES-----------RND2001200--,,"11-8,7-11,8-11,3-11"
2410,TTEMSINGLES-----------RND3000200--,,"9-11,11-7,6-11,6-11"
2410,TTEWSINGLES-----------R32-001500--,,"7-11,11-13,5-11"
2410,TTEMSINGLES-----------RND2003100--,,"11-5,2-11,11-4,11-5"
2410,TTEMSINGLES-----------RND1003900--,,"13-11,6-11,5-11,6-11"
2410,TTEWSINGLES-----------R32-001200--,,"8-11,11-8,11-8,8-11,6-11"
2410,TTEWSINGLES-----------RND3001300--,,"11-7,15-13,11-8"
2410,TTEMSINGLES-----------RND3001200--,,"11-5,11-7,11-13,9-11,6-11"
2410,TTEWSINGLES-----------QFNL000200--,,"12-10,11-6,11-2"
2410,TTEMSINGLES-----------RND1001100--,,"12-10,10-12,11-7,11-5"
2410,TTEWSINGLES-----------RND1005500--,,"11-2,11-5,11-9"
2410,TTEMSINGLES-----------RND4000400--,,"5-11,6-11,11-7,10-12"
2410,TTEWSINGLES-----------R32-000900--,,"5-11,11-9,7-11,11-7,7-11"
2410,TTEWSINGLES-----------8FNL000600--,,"12-10,9-11,11-7,6-11,11-4"
2410,TTEMSINGLES-----------RND2002200--,,"11-4,11-9,8-11,11-2"
2410,TTEWSINGLES-----------RND4000500--,,"7-11,9-11,12-10,11-5,11-7"
2410,TTEMSINGLES-----------R32-000300--,,"8-11,10-12,14-12,11-5,4-11"
2410,TTEMSINGLES-----------RND3001300--,,"5-11,4-11,11-5,3-11"
2410,TTEWSINGLES-----------RND2000600--,,"9-11,4-11,4-11"
2410,TTEWSINGLES-----------R32-001000--,,"6-11,11-9,11-6,11-6"
2410,TTEWSINGLES-----------RND2002100--,,"5-11,9-11,8-11"
2410,TTEWSINGLES-----------RND3000700--,,"10-12,7-11,7-11"
2410,TTEWSINGLES-----------RND2002600--,,"11-8,9-11,3-11,8-11"
2410,TTEWSINGLES-----------RND2000900--,,"11-8,9-11,11-6,11-6"
2410,TTEWSINGLES-----------RND1000200--,,"9-11,7-11,9-11"
2410,TTEMSINGLES-----------RND2001800--,,"11-8,8-11,5-11,11-8,8-11"
2410,TTEMSINGLES-----------RND2001100----------,,"11-8,11-1,11-9"
2615,TTEMSINGLES-----------QFNL000300----------,"11-3,11-9,13-15,9-11,11-7,4-11,5-11","11-3,11-9,13-15,9-11,11-7,4-11,4-11"
2700,TTEMSINGLES-----------R64-002800----------,,"7-11,9-11,11-13,0-0,0-0"
3121,TTEWSINGLES-----------GP04000100----------,"8-11,11-7,11-7,8-11,11-9","8-11,11-7,2-1,8-11,11-9"
3121,TTEWSINGLES-----------GP02000300----------,"12-10,9-11,11-8,8-11,11-5","12-10,9-11,11-7,8-9,11-5"
2541,TTEMSINGLES-----------R64-001300----------,"12-10,10-12,7-11,9-11,13-15,0-0,0-0","12-10,10-12,7-11,7-11,13-15,0-0,0-0"
2541,TTEWSINGLES-----------R32-001600----------,"9-11,11-9,7-11,11-9,8-11,7-11,0-0","9-11,11-8,7-11,11-9,8-11,7-11,0-0"
2541,TTEMSINGLES-----------FNL-000100----------,,"11-7,11-7,18-16,8-11,11-7,0-0,0-0"
2541,TTEWSINGLES-----------FNL-000100----------,"11-6,2-11,11-13,5-11,12-14,0-0,0-0","11-6,2-11,11-13,5-11,12-14"
2541,TTEMSINGLES-----------R64-001600----------,"12-10,7-11,11-9,8-11,11-4,11-8,0-0","12-10,7-10,11-9,8-11,11-4,11-8,0-0"
2234,TTEWSINGLES-----------R32-000400----------,"9-11,10-12,14-16,3-11,0-0,0-0,0-0","9-11,10-12,14-13,3-11,0-0,0-0,0-0"
2702,TTEWSINGLES-----------R64-001000----------,"6-11,3-11,7-11,0-0,0-0","5-11,3-11,7-11,0-0,0-0"
2411,TTEMSINGLES-----------RND3000400--,,"13-11,11-5,10-12,12-10"
2411,TTEWSINGLES-----------RND1003000--,,"11-4,11-6,11-7"
2411,TTEWSINGLES-----------RND1000300--,,"11-9,11-7,11-6"
2411,TTEMSINGLES-----------RND1003000--,,"11-13,9-11,14-12,11-9,11-8"
2411,TTEWSINGLES-----------RND1001800--,,"11-4,11-4,11-1"
2411,TTEWSINGLES-----------RND2001200--,,"11-4,12-10,7-11,11-8"
2411,TTEMSINGLES-----------RND2000200--,,"8-11,8-11,12-10,10-12"
2411,TTEMSINGLES-----------SFNL000200--,,"11-9,9-11,11-4,8-11,11-5,11-7"
2411,TTEWSINGLES-----------R32-001300--,,"11-9,11-9,11-7"
2411,TTEWSINGLES-----------RND3000500--,,"4-11,8-11,11-7,11-9,9-11"
2411,TTEWSINGLES-----------RND2001600--,,"2-11,8-11,6-11"
2411,TTEMSINGLES-----------R64-003000--,,"11-3,11-6,9-11,11-8"
2411,TTEMSINGLES-----------RND1001700--,,"11-6,10-12,6-11,11-8,11-9"
2411,TTEWSINGLES-----------RND1000700--,,"12-10,7-11,7-11,11-9,6-11"
2411,TTEMSINGLES-----------RND2000600--,,"11-13,11-8,5-11,11-9,11-8"
2411,TTEMSINGLES-----------8FNL000400--,,"9-11,8-11,6-11"
2411,TTEMSINGLES-----------RND2001400--,,"8-11,13-15,8-11"
2411,TTEMSINGLES-----------RND1001300--,,"3-11,8-11,6-11"
2411,TTEWSINGLES-----------R64-001800--,,"9-11,10-12,8-11,0-0,0-0"
2411,TTEMSINGLES-----------RND3000800--,,"9-11,7-11,10-12"
2411,TTEMSINGLES-----------RND3000100--,,"10-12,11-7,11-6,11-8"
2411,TTEWSINGLES-----------RND1001000--,,"11-7,5-11,11-9,10-12,7-11"
2411,TTEMSINGLES-----------RND1001000--,,"11-0,11-0,11-0,0-0,0-0"
2411,TTEWSINGLES-----------SFNL000100--,,"11-5,17-15,9-11,11-5,15-13"
2411,TTEMSINGLES-----------R64-000300--,,"9-11,4-11,11-8,8-11,0-0"
2411,TTEMSINGLES-----------R64-002600--,,"11-8,7-11,14-12,11-5"
2411,TTEWSINGLES-----------RND2001300--,,"11-9,11-8,11-9,0-0,0-0"
2411,TTEWSINGLES-----------RND1000600--,,"7-11,9-11,5-11"
2411,TTEWSINGLES-----------R64-000600--,,"5-11,6-11,11-5,11-9,11-4"
2411,TTEWSINGLES-----------R32-000500--,,"11-7,11-5,11-13,11-9"
2411,TTEWSINGLES-----------R32-000600--,,"11-3,11-7,10-12,11-8"
2411,TTEWSINGLES-----------R32-000800--,,"12-14,3-11,7-11"
2411,TTEWSINGLES-----------QFNL000300--,,"13-15,11-7,11-6,8-11,12-14"
2411,TTEWSINGLES-----------FNL-000100--,,"10-12,12-10,11-7,11-8,11-6"
2411,TTEWSINGLES-----------R64-002700--,,"11-6,11-8,11-8"
2411,TTEWSINGLES-----------R64-000300--,,"11-9,8-11,10-12,10-12"
2411,TTEWSINGLES-----------8FNL000700--,,"11-8,11-8,10-12,8-11,11-9"
2411,TTEWSINGLES-----------R64-001100--,,"11-5,9-11,6-11,3-11,0-0"
2411,TTEMSINGLES-----------R64-001900--,,"8-11,12-10,11-9,11-7,0-0"
2411,TTEMSINGLES-----------R32-000900--,,"8-11,11-6,4-11,6-11"
2411,TTEMSINGLES-----------R32-000500--,,"8-11,9-11,7-11"
2411,TTEMSINGLES-----------R32-001100--,,"11-9,12-10,11-4"
2411,TTEMSINGLES-----------RND2000700--,,"11-5,11-7,13-11"
2411,TTEMSINGLES-----------FNL-000100--,,"11-9,11-9,12-14,11-5,7-11,11-8"
2411,TTEMSINGLES-----------R64-001500--,,"10-12,8-11,11-6,8-11"
2411,TTEMSINGLES-----------RND3000200--,,"10-12,1-11,6-11"
2411,TTEMSINGLES-----------R64-002300--,,"11-6,11-6,8-11,7-11,11-9"
2411,TTEWSINGLES-----------QFNL000200--,,"11-7,7-11,7-11,5-11"
2411,TTEWSINGLES-----------R32-000300--,,"9-11,8-11,11-2,12-10,7-11"
2411,TTEMSINGLES-----------RND1001800--,,"6-11,10-12,11-7,14-16"
2411,TTEWSINGLES-----------RND1002500--,,"9-11,9-11,11-7,6-11"
2411,TTEWSINGLES-----------RND1001300--,,"10-12,11-9,11-6,11-2"
2411,TTEMSINGLES-----------RND2000400--,,"9-11,11-9,9-11,10-12"
2411,TTEWSINGLES-----------RND1002900--,,"6-11,5-11,11-9,6-11"
2411,TTEMSINGLES-----------RND2001100--,,"10-12,10-12,11-8,11-6,9-11"
2411,TTEMSINGLES-----------R64-003100--,,"9-11,9-11,11-13,0-0,0-0"
2411,TTEMSINGLES-----------R32-000300--,,"4-11,4-11,5-11"
2411,TTEMSINGLES-----------8FNL000100--,,"11-4,13-11,11-7"
2411,TTEMSINGLES-----------RND1003100--,,"8-11,11-9,11-8,11-8"
2411,TTEMSINGLES-----------RND1001500--,,"11-9,6-11,10-12,11-7,7-11"
2411,TTEMSINGLES-----------R32-000800--,,"8-11,5-11,2-11"
2411,TTEMSINGLES-----------QFNL000400--,,"11-7,4-11,11-5,8-11,15-17"
2411,TTEMSINGLES-----------RND1002900--,,"6-11,8-11,5-11"
2411,TTEWSINGLES-----------RND3000300--,,"8-11,8-11,11-9,11-5,11-7"
2411,TTEWSINGLES-----------R64-000200--,,"5-11,9-11,9-11,0-0,0-0"
2411,TTEWSINGLES-----------RND1001100--,,"8-11,3-11,5-11"
2411,TTEMSINGLES-----------RND2000900--,,"11-5,8-11,8-11,13-11,9-11"
2411,TTEWSINGLES-----------RND1001600--,,"6-11,8-11,7-11"
2411,TTEMSINGLES-----------RND1000800--,,"5-11,6-11,11-6,6-11"
2411,TTEMSINGLES-----------RND1002600--,,"12-10,11-9,11-13,11-9"
2411,TTEWSINGLES-----------R32-000700--,,"7-11,11-8,3-11,9-11"
2411,TTEMSINGLES-----------QFNL000300--,,"11-3,13-11,11-9"
2411,TTEMSINGLES-----------RND1000400--,,"8-11,12-10,4-11,11-8,11-5"
2411,TTEWSINGLES-----------RND3000800--,,"10-12,4-11,2-11"
2411,TTEWSINGLES-----------RND1002200--,,"4-11,6-11,11-8,11-13"
2411,TTEMSINGLES-----------R64-000600--,,"11-4,13-11,4-11,11-9,0-0"
2411,TTEMSINGLES-----------R32-001200--,,"11-9,7-11,6-11,3-11"
2411,TTEWSINGLES-----------8FNL000300--,,"4-11,11-13,11-4,7-11"
2411,TTEWSINGLES-----------RND1002600--,,"11-13,4-11,7-11"
2411,TTEWSINGLES-----------RND2000600--,,"5-11,11-13,7-11,0-0,0-0"
2411,TTEMSINGLES-----------R32-000100--,,"11-4,11-5,11-8"
2411,TTEMSINGLES-----------8FNL000700--,,"11-6,11-7,11-6"
2411,TTEMSINGLES-----------RND2001300--,,"11-9,11-8,11-13,2-11,11-6"
2411,TTEMSINGLES-----------RND1001900--,,"11-7,8-11,13-11,11-8"
2411,TTEWSINGLES-----------RND3000600--,,"4-11,7-11,9-11"
2411,TTEWSINGLES-----------R32-000100--,,"11-7,11-6,11-7"
2411,TTEMSINGLES-----------RND2001200--,,"7-11,12-14,8-11"
2411,TTEWSINGLES-----------RND2000400--,,"11-2,11-8,11-4,0-0,0-0"
2411,TTEMSINGLES-----------RND2001600--,,"7-11,11-3,5-11,11-5,11-8"
2411,TTEMSINGLES-----------R64-001000--,,"11-7,13-11,12-14,11-5"
2411,TTEMSINGLES-----------R64-002200--,,"9-11,11-8,8-11,11-9,13-11"
2411,TTEMSINGLES-----------RND1000500--,,"5-11,7-11,11-9,5-11"
2411,TTEWSINGLES-----------RND1002000--,,"8-11,10-12,6-11"
2411,TTEMSINGLES-----------RND3000300--,,"8-11,8-11,11-8,11-6,9-11"
2411,TTEMSINGLES-----------R32-000400--,,"14-16,11-6,8-11,13-11,11-13"
2411,TTEMSINGLES-----------RND1002200--,,"11-3,5-11,11-5,11-6"
2411,TTEMSINGLES-----------RND1001600--,,"11-9,11-8,11-5"
2411,TTEWSINGLES-----------R32-001600--,,"9-11,5-11,12-14"
2411,TTEMSINGLES-----------8FNL000200--,,"11-6,5-11,9-11,3-11"
2411,TTEWSINGLES-----------R32-001400--,,"19-17,4-11,9-11,9-11"
2411,TTEMSINGLES-----------R64-001100--,,"14-16,7-11,9-11"
2411,TTEWSINGLES-----------RND2001100--,,"11-3,9-11,11-13,11-8,10-12"
2411,TTEMSINGLES-----------RND2000100--,,"8-11,10-12,11-6,11-9,11-3"
2411,TTEMSINGLES-----------RND2000300--,,"4-11,7-11,3-11"
2411,TTEMSINGLES-----------R32-001400--,,"2-11,3-11,7-11"
2411,TTEMSINGLES-----------RND2000500--,,"11-4,11-9,11-8"
2411,TTEMSINGLES-----------RND1002400--,,"5-11,11-8,3-11,12-10,10-12"
2411,TTEWSINGLES-----------R32-001200--,,"11-2,5-11,11-13,2-11"
2411,TTEMSINGLES-----------R64-001800--,,"7-11,7-11,12-10,5-11,0-0"
2411,TTEWSINGLES-----------RND3000400--,,"11-5,11-4,8-11,11-8"
2411,TTEMSINGLES-----------RND1002300--,,"11-6,9-11,11-3,11-7"
2411,TTEMSINGLES-----------SFNL000100--,,"8-11,11-8,11-8,11-13,11-7,11-7"
2411,TTEMSINGLES-----------R32-000700--,,"10-12,11-3,7-11,11-7,9-11"
2411,TTEWSINGLES-----------RND2000100--,,"6-11,3-11,4-11,0-0,0-0"
2411,TTEMSINGLES-----------RND3000500--,,"11-8,11-9,11-4"
2411,TTEWSINGLES-----------R32-001100--,,"11-9,11-8,11-3"
2411,TTEWSINGLES-----------R64-001400--,,"12-10,8-11,7-11,12-10,11-6"
2411,TTEWSINGLES-----------RND1002100--,,"11-7,10-12,6-11,5-11"
2411,TTEWSINGLES-----------R64-001900--,,"11-6,4-11,11-6,12-10,0-0"
2411,TTEWSINGLES-----------8FNL000200--,,"13-11,7-11,5-11,6-11"
2411,TTEWSINGLES-----------R64-001000--,,"11-13,6-11,8-11,0-0,0-0"
2411,TTEMSINGLES-----------RND3000600--,,"11-9,11-7,8-11,12-10"
2411,TTEWSINGLES-----------RND3000100--,,"8-11,7-11,8-11"
2411,TTEWSINGLES-----------RND2000500--,,"8-11,8-11,9-11,0-0,0-0"
2411,TTEMSINGLES-----------RND1002800--,,"6-11,9-11,5-11"
2411,TTEMSINGLES-----------RND1000600--,,"6-11,11-9,9-11,11-7,6-11"
2411,TTEMSINGLES-----------RND1002000--,,"17-15,11-6,11-8"
2411,TTEMSINGLES-----------RND1002500--,,"1-11,0-11,0-11"
2411,TTEWSINGLES-----------R64-003000--,,"8-11,11-3,11-8,11-7,0-0"
2411,TTEWSINGLES-----------RND2000700--,,"11-7,12-10,11-6"
2411,TTEWSINGLES-----------RND1001500--,,"12-14,6-11,7-11"
2411,TTEMSINGLES-----------RND1000900--,,"12-10,11-9,7-11,11-7"
2411,TTEWSINGLES-----------RND1000800--,,"16-14,11-4,4-11,7-11,11-6"
2411,TTEMSINGLES-----------8FNL000800--,,"8-11,6-11,12-10,11-7,13-11"
2411,TTEMSINGLES-----------RND1001200--,,"8-11,11-4,12-14,11-3,11-8"
2411,TTEWSINGLES-----------R64-002600--,,"9-11,13-11,11-4,11-7"
2411,TTEMSINGLES-----------RND3000700--,,"11-9,11-8,7-11,11-9"
2411,TTEMSINGLES-----------RND1000700--,,"11-4,6-11,11-7,9-11,6-11"
2411,TTEWSINGLES-----------RND1001400--,,"11-6,11-1,11-1"
2411,TTEWSINGLES-----------R32-001500--,,"11-9,11-6,4-11,11-8"
2411,TTEMSINGLES-----------RND1001400--,,"11-3,6-11,12-10,7-11,6-11"
2411,TTEMSINGLES-----------8FNL000600--,,"11-7,5-11,5-11,13-15"
2411,TTEWSINGLES-----------RND2001500--,,"8-11,6-11,4-11"
2411,TTEWSINGLES-----------RND1003100--,,"8-11,11-8,6-11,3-11"
2411,TTEMSINGLES-----------QFNL000200--,,"11-8,12-10,13-15,10-12,9-11"
2411,TTEMSINGLES-----------8FNL000500--,,"11-8,11-7,11-8"
2411,TTEWSINGLES-----------R64-001500--,,"8-11,11-7,11-3,6-11,11-4"
2411,TTEMSINGLES-----------RND1002100--,,"11-4,7-11,11-8,6-11,11-9"
2411,TTEMSINGLES-----------R32-000200--,,"6-11,9-11,11-1,7-11"
2411,TTEMSINGLES-----------R32-000600--,,"10-12,11-5,11-5,11-4"
2411,TTEMSINGLES-----------RND1003200--,,"10-12,10-12,8-11"
2411,TTEWSINGLES-----------RND1002700--,,"11-7,3-11,7-11,11-8,14-16"
2411,TTEMSINGLES-----------RND1000300--,,"11-5,11-5,10-12,11-8"
2411,TTEWSINGLES-----------RND1000200--,,"6-11,11-3,11-4,11-5,0-0"
2411,TTEWSINGLES-----------QFNL000100--,,"11-6,9-11,11-8,11-8"
2411,TTEMSINGLES-----------R64-000200--,,"9-11,7-11,11-7,11-4,11-4"
2411,TTEMSINGLES-----------8FNL000300--,,"3-11,5-11,9-11"
2411,TTEMSINGLES-----------R32-001300--,,"12-14,11-3,7-11,11-2,11-13"
2411,TTEWSINGLES-----------R64-003100--,,"11-9,7-11,5-11,4-11,0-0"
2411,TTEWSINGLES-----------8FNL000400--,,"7-11,6-11,11-9,5-11"
2411,TTEWSINGLES-----------R64-002200--,,"6-11,8-11,4-11,0-0,0-0"
2411,TTEWSINGLES-----------R32-000900--,,"11-8,8-11,11-8,7-11,11-7"
2411,TTEMSINGLES-----------RND1001100--,,"11-9,5-11,11-5,11-6"
2411,TTEMSINGLES-----------R64-000700--,,"11-7,11-7,9-11,8-11,11-7"
2411,TTEWSINGLES-----------R32-001000--,,"4-11,7-11,11-9,13-11,11-4"
2411,TTEMSINGLES-----------RND2001500--,,"9-11,11-9,11-6,11-5"
2411,TTEWSINGLES-----------R32-000400--,,"13-11,4-11,7-11,11-4,7-11"
2411,TTEWSINGLES-----------SFNL000200--,,"8-11,4-11,3-11,5-11"
2411,TTEMSINGLES-----------RND2001000--,,"11-9,7-11,9-11,7-11"
2411,TTEMSINGLES-----------QFNL000100--,,"11-7,11-8,11-9"
2411,TTEWSINGLES-----------RND2001400--,,"7-11,5-11,11-6,11-13"
2411,TTEWSINGLES-----------8FNL000600--,,"13-11,11-9,12-10"
2411,TTEWSINGLES-----------RND2000900--,,"11-6,11-8,12-14,11-5,0-0"
2411,TTEWSINGLES-----------RND2001000--,,"11-5,11-6,11-6,0-0,0-0"
2411,TTEWSINGLES-----------RND1001200--,,"11-8,11-4,14-12"
2411,TTEWSINGLES-----------RND1002300--,,"6-11,11-9,6-11,5-11"
2411,TTEWSINGLES-----------RND2000200--,,"9-11,6-11,11-5,11-9,11-9"
2411,TTEWSINGLES-----------RND2000800--,,"8-11,5-11,12-14,0-0,0-0"
2411,TTEWSINGLES-----------R64-002300--,,"9-11,11-6,11-6,11-5"
2411,TTEWSINGLES-----------RND2000300--,,"11-5,11-3,11-3"
2411,TTEMSINGLES-----------R64-002700--,,"11-8,11-3,11-4"
2411,TTEWSINGLES-----------R64-000700--,,"11-8,4-11,2-11,12-10,7-11"
2411,TTEMSINGLES-----------R32-001600--,,"10-12,9-11,8-11"
2411,TTEWSINGLES-----------8FNL000800--,,"11-9,9-11,11-9,11-8"
2411,TTEMSINGLES-----------RND1000200--,,"9-11,4-11,4-11"
2411,TTEWSINGLES-----------RND3000200--,,"11-4,7-11,11-8,11-7"
2411,TTEWSINGLES-----------RND3000700--,,"9-11,12-10,9-11,11-8,14-12"
2411,TTEMSINGLES-----------RND1000100--,,"11-7,11-7,11-4"
2411,TTEMSINGLES-----------RND2000800--,,"11-13,14-16,11-9,8-11"
2411,TTEWSINGLES-----------8FNL000100--,,"12-10,11-5,11-8"
2411,TTEMSINGLES-----------R64-001400--,,"11-8,8-11,7-11,1-11"
2411,TTEWSINGLES-----------RND1000500--,,"7-11,5-11,12-10,11-6,11-9"
2411,TTEMSINGLES-----------RND1002700--,,"14-16,9-11,4-11"
2411,TTEMSINGLES-----------R32-001500--,,"8-11,6-11,7-11"
2411,TTEMSINGLES-----------R32-001000--,,"7-11,6-11,6-11"
2411,TTEWSINGLES-----------RND1000400--,,"11-9,11-3,11-6"
2411,TTEWSINGLES-----------R32-000200--,,"11-5,8-11,11-4,9-11,11-3"
2411,TTEWSINGLES-----------RND1002800--,,"11-8,11-5,11-7"
2411,TTEWSINGLES-----------RND1001900--,,"10-12,1-11,5-11"
2411,TTEWSINGLES-----------QFNL000400--,,"12-10,12-14,11-5,7-11,11-6"
2411,TTEWSINGLES-----------8FNL000500--,,"11-13,9-11,11-8,5-11"
2703,TTEWSINGLES-----------RND1000700----------,"8-11,14-12,12-14,11-5,4-11","8-10,14-12,12-14,11-5,4-11"
2703,TTEMSINGLES-----------RND3000200----------,"8-11,9-11,11-8,9-11,0-0","8-11,9-11,11-7,9-11,0-0"
2703,TTEMSINGLES-----------R64-002700----------,"4-11,5-11,11-9,11-8,11-9","4-11,5-11,11-9,11-8,11-8"
2703,TTEMSINGLES-----------RND3000500----------,"8-11,7-11,4-11,0-0,0-0","8-11,6-10,4-11,0-0,0-0"
2519,TTEWSINGLES-----------R32-000800----------,"7-11,2-11,11-6,6-11,10-12,0-0,0-0","1-11,2-11,6-6,6-11,10-12,0-0,0-0"
2519,TTEWSINGLES-----------8FNL000500----------,"3-11,9-11,8-11,11-8,11-7,11-9,8-11","3-7,9-11,8-11,11-8,11-7,11-9,8-11"
2519,TTEWSINGLES-----------8FNL000700----------,"10-12,11-9,10-12,11-6,11-7,11-9,0-0","8-12,11-9,10-12,11-6,11-7,11-9,0-0"
2519,TTEMSINGLES-----------QFNL000300----------,"11-7,11-1,11-4,11-7,0-0,0-0,0-0","11-7,8-1,11-4,11-7,0-0,0-0,0-0"
2900,TTEMSINGLES-----------R32-000700----------,"11-4,11-0,11-0,0-0,0-0","4-11,0-11,0-11,0-0,0-0"
3088,TTEMSINGLES-----------R32-001000----------,"11-4,8-11,8-11,10-12,0-0","0-0,8-11,8-11,10-12,0-0"
3088,TTEMSINGLES-----------R32-000700----------,"7-11,11-8,8-11,9-11,0-0","7-11,9-7,8-11,9-11,0-0"
2789,TTEWSINGLES-----------R64-001800----------,"12-10,7-11,5-11,11-7,11-5,11-9,0-0","12-10,7-11,5-10,11-7,11-5,11-9,0-0"
2694,TTEMSINGLES-----------QFNL000300----------,,"10-12,11-6,5-11,11-3,3-11"
2694,TTEWSINGLES-----------R32-000700----------,,"11-7,11-9,13-11,0-0,0-0"
