PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,EventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name
,WTT Youth Contender San Francisco 2025 Presented by Ethos,WTT Youth Contender,69,USA,San Francisco,americas,northern america,2025-01-02T00:00:00,2025-01-05T00:00:00,,0,,,3001,,,,,,,WTT Youth Series
,WTT Youth Contender Linz 2025,WTT Youth Contender,69,Austria,Linz,europe,western europe,2025-01-08T00:00:00,2025-01-11T00:00:00,,0,,,3002,,,,,,,WTT Youth Series
,WTT Youth Contender Tunis 2025,WTT Youth Contender,69,Tunisia,Tunis,africa,north africa,2025-01-13T00:00:00,2025-01-16T00:00:00,,0,,,3003,,,,,,,WTT Youth Series
,WTT Youth Star Contender Tunis 2025,WTT Youth Star Contender,68,Tunisia,Tunis,africa,north africa,2025-01-17T00:00:00,2025-01-19T00:00:00,,0,,,3004,,,,,,,WTT Youth Series
,Singapore Youth Smash 2025,WTT Youth Smash,96,Singapore,Singapore,asia,south east asia,2025-02-06T00:00:00,2025-02-09T00:00:00,,0,,,3005,,,,,,,WTT Youth Series
,WTT Youth Contender Vila Real 2025,WTT Youth Contender,69,Portugal,Vila Real,europe,southern europe,2025-02-17T00:00:00,2025-02-20T00:00:00,,0,,,3006,,,,,,,WTT Youth Series
,WTT Youth Contender Wladyslawowo 2025,WTT Youth Contender,69,Poland,Wladyslawowo,europe,eastern europe,2025-03-05T00:00:00,2025-03-08T00:00:00,,0,,,3007,,,,,,,WTT Youth Series
,WTT Youth Contender Berlin 2025 Presented by Seeger,WTT Youth Contender,69,Germany,Berlin,europe,western europe,2025-03-10T00:00:00,2025-03-16T00:00:00,,0,,,3008,,,,,,,WTT Youth Series
,WTT Youth Contender Havirov 2025,WTT Youth Contender,69,Czechia,Havirov,europe,eastern europe,2025-03-10T00:00:00,2025-03-16T00:00:00,,0,,,3009,,,,,,,WTT Youth Series
,WTT Youth Contender Panagyurishte 2025,WTT Youth Contender,69,Bulgaria,Panagyurishte,europe,eastern europe,2025-05-15T00:00:00,2025-05-18T00:00:00,,0,,,3012,,,,,,,WTT Youth Series
,WTT Youth Contender Platja D'Aro 2025,WTT Youth Contender,69,Spain,"Platja d'Aro, Girona",europe,southern europe,2025-05-20T00:00:00,2025-05-23T00:00:00,,0,,,3013,,,,,,,WTT Youth Series
,WTT Youth Contender Helsingborg 2025,WTT Youth Contender,69,Sweden,Helsingborg,europe,northern europe,2025-06-06T00:00:00,2025-06-09T00:00:00,,0,,,3014,,,,,,,WTT Youth Series
,WTT Youth Contender Sandefjord 2025,WTT Youth Contender,69,Norway,Sandefjord,europe,northern europe,2025-06-11T00:00:00,2025-06-14T00:00:00,,0,,,3015,,,,,,,WTT Youth Series
,WTT Youth Contender Hong Kong 2025,WTT Youth Contender,69,"Hong Kong, China",,asia,east asia,2025-07-28T00:00:00,2025-08-03T00:00:00,,0,,,3017,,,,,,,WTT Youth Series
,WTT Feeder Düsseldorf 2025,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2025-02-11T00:00:00,2025-02-14T00:00:00,,,,,3020,,,,,,,WTT Feeder Series
,WTT Feeder Manchester 2025,WTT Feeder,81,England,Manchester,europe,northern europe,2025-04-24T00:00:00,2025-04-27T00:00:00,,,,,3023,,,,,,,WTT Feeder Series
,WTT Feeder Otocec 2025 Presented by I Feel Slovenia ,WTT Feeder,81,Slovenia,Otocec,europe,southern europe,2025-03-25T00:00:00,2025-03-29T00:00:00,,,,,3024,,,,,,,WTT Feeder Series
,WTT Feeder Otocec II 2025 Presented by I Feel Slovenia ,WTT Feeder,81,Slovenia,Otocec,europe,southern europe,2025-03-30T00:00:00,2025-04-03T00:00:00,,,,,3025,,,,,,,WTT Feeder Series
,WTT Feeder Doha 2025,WTT Feeder,81,Qatar,Doha,asia,west asia,2025-02-04T00:00:00,2025-02-08T00:00:00,,,,,3026,,,,,,,WTT Feeder Series
,WTT Feeder Panagyurishte 2025 Presented by Asarel,WTT Feeder,81,Bulgaria,Panagyurishte,europe,eastern europe,2025-08-21T00:00:00,2025-08-24T00:00:00,,,,,3027,,,,,,,WTT Feeder Series
,WTT Feeder Olomouc 2025,WTT Feeder,81,Czechia,Olomouc,europe,eastern europe,2025-08-28T00:00:00,2025-08-31T00:00:00,,,,,3028,,,,,,,WTT Feeder Series
,WTT Feeder Cappadocia 2025,WTT Feeder,81,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2025-02-17T00:00:00,2025-02-21T00:00:00,,,,,3030,,,,,,,WTT Feeder Series
,WTT Feeder Cappadocia II 2025,WTT Feeder,81,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2025-09-16T00:00:00,2025-09-20T00:00:00,,,,,3031,,,,,,,WTT Feeder Series
,WTT Youth Contender Puerto Princesa 2025,WTT Youth Contender,69,Philippines,Puerto Princesa,asia,south east asia,2025-02-12T00:00:00,2025-02-15T00:00:00,,0,,,3032,,,,,,,WTT Youth Series
,WTT Youth Contender Cappadocia 2025,WTT Youth Contender,69,Türkiye,Cappadocia - Nevsehir,europe,southern europe,2025-02-12T00:00:00,2025-02-15T00:00:00,,0,,,3033,,,,,,,WTT Youth Series
,WTT Youth Contender Doha 2025,WTT Youth Contender,69,Qatar,Doha,asia,west asia,2025-01-27T00:00:00,2025-01-30T00:00:00,,0,,,3034,,,,,,,WTT Youth Series
,WTT Youth Star Contender Doha 2025,WTT Youth Star Contender,68,Qatar,Doha,asia,west asia,2025-01-31T00:00:00,2025-02-02T00:00:00,,0,,,3035,,,,,,,WTT Youth Series
,WTT Youth Contender Gangneung 2025 Presented by SeAH,WTT Youth Contender,69,Korea Republic,Gangneung,asia,east asia,2025-03-19T00:00:00,2025-03-22T00:00:00,,0,,,3037,,,,,,,WTT Youth Series
,WTT Youth Contender Metz 2025,WTT Youth Contender,69,France,Metz,europe,western europe,2025-04-07T00:00:00,2025-04-10T00:00:00,,0,,,3038,,,,,,,WTT Youth Series
,WTT Youth Star Contender Metz 2025,WTT Youth Star Contender,68,France,Metz,europe,western europe,2025-04-11T00:00:00,2025-04-13T00:00:00,,0,,,3039,,,,,,,WTT Youth Series
,WTT Youth Contender Bangkok 2025 Presented by Thaioil,WTT Youth Contender,69,Thailand,Bangkok,asia,south east asia,2025-04-28T00:00:00,2025-05-01T00:00:00,,0,,,3040,,,,,,,WTT Youth Series
,WTT Youth Star Contender Bangkok 2025 Presented by Thaioil,WTT Youth Star Contender,68,Thailand,Bangkok,asia,south east asia,2025-05-02T00:00:00,2025-05-04T00:00:00,,0,,,3041,,,,,,,WTT Youth Series
,WTT Youth Contender Tashkent 2025,WTT Youth Contender,69,Uzbekistan,Tashkent,asia,middle asia,2025-05-28T00:00:00,2025-05-31T00:00:00,,0,,,3042,,,,,,,WTT Youth Series
,WTT Youth Contender San Francisco III 2025 Presented by DoorDash,WTT Youth Contender,69,USA,San Francisco,americas,northern america,2025-09-17T00:00:00,2025-09-20T00:00:00,,0,,,3043,,,,,,,WTT Youth Series
,WTT Youth Contender Amman 2025,WTT Youth Contender,69,Jordan,Amman,asia,west asia,2025-08-14T00:00:00,2025-08-17T00:00:00,,0,,,3044,,,,,,,WTT Youth Series
,WTT Youth Contender Almaty 2025,WTT Youth Contender,69,Kazakhstan,Almaty,asia,middle asia,2025-07-23T00:00:00,2025-07-26T00:00:00,,0,,,3045,,,,,,,WTT Youth Series
,WTT Youth Contender Otocec 2025 Presented by I Feel Slovenia,WTT Youth Contender,69,Slovenia,Otocec,europe,southern europe,2025-08-28T00:00:00,2025-09-03T00:00:00,,0,,,3046,,,,,,,WTT Youth Series
,WTT Youth Contender Varazdin 2025,WTT Youth Contender,69,Croatia,Varaždin,europe,southern europe,2025-08-28T00:00:00,2025-09-03T00:00:00,,0,,,3047,,,,,,,WTT Youth Series
,WTT Youth Contender Bangkok II 2025,WTT Youth Contender,69,Thailand,Bangkok,asia,south east asia,2025-09-10T00:00:00,2025-09-13T00:00:00,,0,,,3048,,,,,,,WTT Youth Series
,WTT Youth Contender Luxembourg 2025 Presented by LuXembourg - Let’s Make It Happen,WTT Youth Contender,69,Luxembourg,Luxembourg,europe,western europe,2025-09-10T00:00:00,2025-09-13T00:00:00,,0,,,3049,,,,,,,WTT Youth Series
,WTT Youth Contender Perth 2025,WTT Youth Contender,69,Australia,Perth,oceania,australasia,2025-10-08T00:00:00,2025-10-11T00:00:00,,0,,,3050,,,,,,,WTT Youth Series
,WTT Youth Contender Cairo 2025,WTT Youth Contender,69,Egypt,Cairo,africa,north africa,2025-10-29T00:00:00,2025-11-01T00:00:00,,0,,,3051,,,,,,,WTT Youth Series
,WTT Youth Contender Sulaymaniyah 2025,WTT Youth Contender,69,Iraq,Sulaymaniyah,asia,west asia,2025-11-05T00:00:00,2025-11-08T00:00:00,,0,,,3052,,,,,,,WTT Youth Series
,WTT Youth Contender Lignano 2025,WTT Youth Contender,69,Italy,Lignano Sabbiadoro,europe,southern europe,2025-11-03T00:00:00,2025-11-09T00:00:00,,0,,,3053,,,,,,,WTT Youth Series
,WTT Youth Contender Szombathely 2025,WTT Youth Contender,69,Hungary,Szombathely,europe,eastern europe,2025-11-11T00:00:00,2025-11-14T00:00:00,,0,,,3054,,,,,,,WTT Youth Series
,WTT Youth Contender San Francisco IV 2025 Presented by MongoDB,WTT Youth Contender,69,USA,San Francisco,americas,northern america,2025-10-29T00:00:00,2025-11-01T00:00:00,,0,,,3055,,,,,,,WTT Youth Series
,WTT Youth Contender Senec 2025,WTT Youth Contender,69,Slovak Republic,Senec,europe,eastern europe,2025-11-03T00:00:00,2025-11-09T00:00:00,,0,,,3056,,,,,,,WTT Youth Series
,WTT Feeder Prishtina 2025,WTT Feeder,81,Kosovo,Prishtina,europe,southern europe,2025-06-03T00:00:00,2025-06-07T00:00:00,,,,,3058,,,,,,,WTT Feeder Series
,WTT Feeder Parma 2025,WTT Feeder,81,Italy,Parma,europe,southern europe,2025-11-29T00:00:00,2025-12-03T00:00:00,,,,,3059,,,,,,,WTT Feeder Series
,WTT Youth Contender Prishtina 2025,WTT Youth Contender,69,Kosovo,Pristina,europe,southern europe,2025-05-29T00:00:00,2025-06-01T00:00:00,,0,,,3060,,,,,,,WTT Youth Series
,WTT Youth Star Contender Skopje 2025,WTT Youth Star Contender,68,North Macedonia,Skopje,europe,southern europe,2025-09-05T00:00:00,2025-09-07T00:00:00,,0,,,3061,,,,,,,WTT Youth Series
,WTT Youth Contender Batumi 2025,WTT Youth Contender,69,Georgia,Batumi,europe,southern europe,2025-09-18T00:00:00,2025-09-21T00:00:00,,0,,,3062,,,,,,,WTT Youth Series
,WTT Youth Contender San Francisco II 2025 Presented by MongoDB,WTT Youth Contender,69,USA,San Francisco,americas,northern america,2025-04-05T00:00:00,2025-04-08T00:00:00,,0,,,3063,,,,,,,WTT Youth Series
,WTT Feeder Düsseldorf II 2025,WTT Feeder,81,Germany,Düsseldorf,europe,western europe,2025-11-24T00:00:00,2025-11-27T00:00:00,,,,,3065,,,,,,,WTT Feeder Series
,WTT Feeder Vila Nova de Gaia 2025,WTT Feeder,81,Portugal,Vila Nova de Gaia,europe,southern europe,2025-11-05T00:00:00,2025-11-09T00:00:00,,,,,3066,,,,,,,WTT Feeder Series
,WTT Youth Contender New York 2025,WTT Youth Contender,69,USA,Westchester,americas,northern america,2025-06-24T00:00:00,2025-06-27T00:00:00,,0,,,3067,,,,,,,WTT Youth Series
,WTT Youth Contender Fremont 2025 Presented By Databricks,WTT Youth Contender,69,USA,Fremont,americas,northern america,2025-09-22T00:00:00,2025-09-25T00:00:00,,0,,,3068,,,,,,,WTT Youth Series
,WTT Feeder Havirov 2025,WTT Feeder,81,Czechia,Havirov,europe,eastern europe,2025-04-05T00:00:00,2025-04-09T00:00:00,,,,,3069,,,,,,,WTT Feeder Series
,WTT Youth Contender Sarajevo 2025,WTT Youth Contender,69,Bosnia-Herzegovina,Sarajevo,europe,southern europe,2025-04-22T00:00:00,2025-04-25T00:00:00,,0,,,3070,,,,,,,WTT Youth Series
,WTT Youth Contender Zrenjanin 2025,WTT Youth Contender,69,Serbia,Zrenjanin,europe,southern europe,2025-04-02T00:00:00,2025-04-05T00:00:00,,0,,,3071,,,,,,,WTT Youth Series
,WTT Youth Contender Vientiane 2025 Presented by ICBC Bank,WTT Youth Contender,69,Laos,Vientiane,asia,south east asia,2025-08-06T00:00:00,2025-08-09T00:00:00,,0,,,3072,,,,,,,WTT Youth Series
,WTT Youth Contender Vadodara 2025 Presented by Parul University,WTT Youth Contender,69,India,Vadodara,asia,south asia,2025-02-26T00:00:00,2025-03-01T00:00:00,,0,,,3073,,,,,,,WTT Youth Series
,WTT Youth Contender Humacao 2025,WTT Youth Contender,69,Puerto Rico,Humacao,americas,caribbean,2025-03-26T00:00:00,2025-03-29T00:00:00,,0,,,3074,,,,,,,WTT Youth Series
,WTT Youth Contender Cuenca 2025,WTT Youth Contender,69,Ecuador,Cuenca,americas,south america,2025-04-01T00:00:00,2025-04-04T00:00:00,,0,,,3075,,,,,,,WTT Youth Series
,WTT Youth Contender Dammam 2025,WTT Youth Contender,69,Saudi Arabia,Dammam,asia,west asia,2025-12-07T00:00:00,2025-12-10T00:00:00,,0,,,3076,,,,,,,WTT Youth Series
,WTT Youth Contender Dubai 2025,WTT Youth Contender,69,United Arab Emirates,Dubai,asia,west asia,2025-10-21T00:00:00,2025-10-24T00:00:00,,0,,,3077,,,,,,,WTT Youth Series
,WTT Youth Contender Podgorica 2025,WTT Youth Contender,69,Montenegro,Podgorica,europe,southern europe,2025-10-13T00:00:00,2025-10-16T00:00:00,,0,,,3078,,,,,,,WTT Youth Series
,WTT Youth Star Contender Podgorica 2025,WTT Youth Star Contender,68,Montenegro,Podgorica,europe,southern europe,2025-10-17T00:00:00,2025-10-19T00:00:00,,0,,,3079,,,,,,,WTT Youth Series
,WTT Youth Contender Monteria 2025,WTT Youth Contender,69,Colombia,Monteria,americas,south america,2025-05-13T00:00:00,2025-05-16T00:00:00,,0,,,3080,,,,,,,WTT Youth Series
,United States Smash 2025,WTT Grand Smash,64,USA,Las Vegas,americas,northern america,2025-07-03T00:00:00,2025-07-13T00:00:00,,,,,3082,,,,,,,WTT Series
,WTT Star Contender Doha 2025,WTT Star Contender,35,Qatar,Doha,asia,west asia,2025-01-06T00:00:00,2025-01-11T00:00:00,,,,,3083,,,,,,,WTT Series
,WTT Contender Muscat 2025,WTT Contender,34,Oman,Muscat,asia,west asia,2025-01-11T00:00:00,2025-01-17T00:00:00,,,,,3084,,,,,,,WTT Series
,Singapore Smash 2025,WTT Grand Smash,64,Singapore,Singapore,asia,south east asia,2025-01-30T00:00:00,2025-02-09T00:00:00,,,,,3085,,,,,,,WTT Series
,WTT Champions Chongqing 2025 Presented by AITO,WTT Champions,65,China,Chongqing,asia,east asia,2025-03-11T00:00:00,2025-03-16T00:00:00,,,,,3086,,,,,,,WTT Series
,WTT Champions Incheon 2025,WTT Champions,65,Korea Republic,Incheon,asia,east asia,2025-04-01T00:00:00,2025-04-06T00:00:00,,,,,3087,,,,,,,WTT Series
,WTT Contender Taiyuan 2025,WTT Contender,34,China,Taiyuan,asia,east asia,2025-04-08T00:00:00,2025-04-13T00:00:00,,,,,3088,,,,,,,WTT Series
,WTT Contender Tunis 2025 Presented By Tunisie Telecom,WTT Contender,34,Tunisia,Tunis,africa,north africa,2025-04-22T00:00:00,2025-04-27T00:00:00,,,,,3089,,,,,,,WTT Series
,WTT Contender Skopje 2025,WTT Contender,34,North Macedonia,Skopje,europe,southern europe,2025-06-09T00:00:00,2025-06-15T00:00:00,,,,,3090,,,,,,,WTT Series
,WTT Star Contender Ljubljana 2025 Presented by I Feel Slovenia,WTT Star Contender,35,Slovenia,Ljubljana,europe,southern europe,2025-06-17T00:00:00,2025-06-22T00:00:00,,,,,3091,,,,,,,WTT Series
,WTT Contender Zagreb 2025,WTT Contender,34,Croatia,Zagreb,europe,southern europe,2025-06-24T00:00:00,2025-06-29T00:00:00,,,,,3092,,,,,,,WTT Series
,WTT Star Contender Foz do Iguaçu 2025,WTT Star Contender,35,Brazil,Foz do Iguaçu,americas,south america,2025-07-30T00:00:00,2025-08-03T00:00:00,,,,,3093,,,,,,,WTT Series
,WTT Champions Yokohama 2025,WTT Champions,65,Japan,,asia,east asia,2025-08-07T00:00:00,2025-08-11T00:00:00,,,,,3094,,,,,,,WTT Series
,WTT Contender Almaty 2025,WTT Contender,34,Kazakhstan,Almaty,asia,middle asia,2025-09-02T00:00:00,2025-09-07T00:00:00,,,,,3096,,,,,,,WTT Series
,WTT Champions Macao 2025 Presented by Galaxy Entertainment Group,WTT Champions,65,"Macao, China",Macao,asia,east asia,2025-09-09T00:00:00,2025-09-14T00:00:00,,,,,3097,,,,,,,WTT Series
,China Smash 2025 Presented by Beijing Shijingshan Culture & Tourism Group,WTT Grand Smash,64,China,Beijing,asia,east asia,2025-09-25T00:00:00,2025-10-05T00:00:00,,,,,3098,,,,,,,WTT Series
